	F	order
F_05330	PSin3	5
F_05331	PSin3	3
F_05332	PSin3	4
F_05333	PSin3	2
F_05334	PSin3	3
F_05335	PSin3	2
F_05336	PSin3	1
F_05337	PSin3	0
F_05338	PSin3	4
F_05339	PSin3	1
F_05340	PSin3	0
F_05341	PSin3	0
F_05342	PSin3	5
F_05343	PSin3	0
F_05344	PSin3	5
F_05345	PSin3	2
F_05346	PSin3	3
F_05347	PSin3	5
F_05348	PSin3	3
F_05349	PSin3	1
F_05350	PSin3	3
F_05351	PSin3	4
F_05352	PSin3	0
F_05353	PSin3	2
F_05354	PSin3	0
F_05355	PSin3	5
F_05356	PSin3	3
F_05357	PSin3	5
F_05358	PSin3	3
F_05359	PSin3	5
F_05360	PSin3	5
F_05361	PSin3	5
F_05362	PSin3	0
F_05363	PSin3	4
F_05364	PSin3	3
F_05365	PSin3	2
F_05366	PSin3	2
F_05367	PSin3	5
F_05368	PSin3	5
F_05369	PSin3	4
F_05370	PSin3	0
F_05371	PSin3	5
F_05372	PSin3	5
F_05373	PSin3	0
F_05374	PSin3	4
F_05375	PSin3	3
F_05376	PSin3	1
F_05377	PSin3	3
F_05378	PSin3	3
F_05379	PSin3	1
F_05380	PSin3	4
F_05381	PSin3	5
F_05382	PSin3	3
F_05383	PSin3	5
F_05384	PSin3	2
F_05385	PSin3	2
F_05386	PSin3	5
F_05387	PSin3	4
F_05388	PSin3	5
F_05389	PSin3	5
F_05390	PSin3	0
F_05391	PSin3	2
F_05392	PSin3	2
F_05393	PSin3	1
F_05394	PSin3	2
F_05395	PSin3	3
F_05396	PSin3	1
F_05397	PSin3	0
F_05398	PSin3	4
F_05399	PSin3	4
F_05400	PSin3	5
F_05401	PSin3	3
F_05402	PSin3	0
F_05403	PSin3	4
F_05404	PSin3	3
F_05405	PSin3	0
F_05406	PSin3	2
F_05407	PSin3	4
F_05408	PSin3	0
F_05409	PSin3	0
F_05410	PSin3	0
F_05411	PSin3	4
F_05412	PSin3	2
F_05413	PSin3	1
F_05414	PSin3	1
F_05415	PSin3	5
F_05416	PSin3	4
F_05417	PSin3	3
F_05418	PSin3	3
F_05419	PSin3	2
F_05420	PSin3	2
F_05421	PSin3	3
F_05422	PSin3	4
F_05423	PSin3	1
F_05424	PSin3	3
F_05425	PSin3	3
F_05426	PSin3	4
F_05427	PSin3	4
F_05428	PSin3	4
F_05429	PSin3	4
F_05430	PSin3	3
F_05431	PSin3	2
F_05432	PSin3	4
F_05433	PSin3	3
F_05434	PSin3	4
F_05435	PSin3	3
F_05436	PSin3	2
F_05437	PSin3	3
F_05438	PSin3	2
F_05439	PSin3	3
F_05440	PSin3	2
F_05441	PSin3	5
F_05442	PSin3	5
F_05443	PSin3	1
F_05444	PSin3	1
F_05445	PSin3	5
F_05446	PSin3	1
F_05447	PSin3	1
F_05448	PSin3	2
F_05449	PSin3	2
F_05450	PSin3	3
F_05451	PSin3	0
F_05452	PSin3	4
F_05453	PSin3	3
F_05454	PSin3	4
F_05455	PSin3	1
F_05456	PSin3	3
F_05457	PSin3	4
F_05458	PSin3	5
F_05459	PSin3	2
F_05460	PSin3	1
F_05461	PSin3	5
F_05462	PSin3	5
F_05463	PSin3	1
F_05464	PSin3	1
F_05465	PSin3	2
F_05466	PSin3	3
F_05467	PSin3	3
F_05468	PSin3	2
F_05469	PSin3	1
F_05470	PSin3	3
F_05471	PSin3	0
F_05472	PSin3	5
F_05473	PSin3	3
F_05474	PSin3	4
F_05475	PSin3	3
F_05476	PSin3	0
F_05477	PSin3	2
F_05478	PSin3	0
F_05479	PSin3	0
F_05480	PSin3	0
F_05481	PSin3	3
F_05482	PSin3	5
F_05483	PSin3	3
F_05484	PSin3	5
F_05485	PSin3	3
F_05486	PSin3	5
F_05487	PSin3	2
F_05488	PSin3	1
F_05489	PSin3	3
F_05490	PSin3	3
F_05491	PSin3	3
F_05492	PSin3	5
F_05493	PSin3	3
F_05494	PSin3	0
F_05495	PSin3	1
F_05496	PSin3	1
F_05497	PSin3	0
F_05498	PSin3	1
F_05499	PSin3	4
F_05500	PSin3	2
F_05501	PSin3	4
F_05502	PSin3	1
F_05503	PSin3	5
F_05504	PSin3	3
F_05505	PSin3	4
F_05506	PSin3	1
F_05507	PSin3	1
F_05508	PSin3	3
F_05509	PSin3	2
F_05510	PSin3	2
F_05511	PSin3	1
F_05512	PSin3	2
F_05513	PSin3	5
F_05514	PSin3	5
F_05515	PSin3	4
F_05516	PSin3	1
F_05517	PSin3	3
F_05518	PSin3	0
F_05519	PSin3	3
F_05520	PSin3	3
F_05521	PSin3	3
F_05522	PSin3	3
F_05523	PSin3	1
F_05524	PSin3	0
F_05525	PSin3	2
F_05526	PSin3	3
F_05527	PSin3	5
F_05528	PSin3	4
F_05529	PSin3	2
F_05530	PSin3	2
F_05531	PSin3	3
F_05532	PSin3	4
F_05533	PSin3	5
F_05534	PSin3	5
F_05535	PSin3	0
F_05536	PSin3	5
F_05537	PSin3	4
F_05538	PSin3	2
F_05539	PSin3	3
F_05540	PSin3	3
F_05541	PSin3	5
F_05542	PSin3	1
F_05543	PSin3	0
F_05544	PSin3	4
F_05545	PSin3	1
F_05546	PSin3	4
F_05547	PSin3	4
F_05548	PSin3	0
F_05549	PSin3	0
F_05550	PSin3	0
F_05551	PSin3	1
F_05552	PSin3	3
F_05553	PSin3	2
F_05554	PSin3	0
F_05555	PSin3	1
F_05556	PSin3	1
F_05557	PSin3	0
F_05558	PSin3	0
F_05559	PSin3	1
F_05560	PSin3	0
F_05561	PSin3	3
F_05562	PSin3	5
F_05563	PSin3	0
F_05564	PSin3	2
F_05565	PSin3	4
F_05566	PSin3	5
F_05567	PSin3	1
F_05568	PSin3	2
F_05569	PSin3	1
F_05570	PSin3	2
F_05571	PSin3	3
F_05572	PSin3	0
F_05573	PSin3	0
F_05574	PSin3	5
F_05575	PSin3	3
F_05576	PSin3	1
F_05577	PSin3	4
F_05578	PSin3	2
F_05579	PSin3	5
F_05580	PSin3	0
F_05581	PSin3	3
F_05582	PSin3	4
F_05583	PSin3	0
F_05584	PSin3	2
F_05585	PSin3	1
F_05586	PSin3	2
F_05587	PSin3	2
F_05588	PSin3	1
F_05589	PSin3	4
F_05590	PSin3	5
F_05591	PSin3	1
F_05592	PSin3	2
F_05593	PSin3	5
F_05594	PSin3	4
F_05595	PSin3	1
F_05596	PSin3	2
F_05597	PSin3	1
F_05598	PSin3	3
F_05599	PSin3	1
F_05600	PSin3	3
F_05601	PSin3	1
F_05602	PSin3	0
F_05603	PSin3	0
F_05604	PSin3	3
F_05605	PSin3	5
F_05606	PSin3	4
F_05607	PSin3	1
F_05608	PSin3	3
F_05609	PSin3	4
F_05610	PSin3	0
F_05611	PSin3	1
F_05612	PSin3	3
F_05613	PSin3	1
F_05614	PSin3	4
F_05615	PSin3	4
F_05616	PSin3	0
F_05617	PSin3	3
F_05618	PSin3	2
F_05619	PSin3	3
F_05620	PSin3	1
F_05621	PSin3	5
F_05622	PSin3	3
F_05623	PSin3	4
F_05624	PSin3	2
F_05625	PSin3	5
F_05626	PSin3	3
F_05627	PSin3	0
F_05628	PSin3	2
F_05629	PSin3	5
F_05630	PSin3	2
F_05631	PSin3	3
F_05632	PSin3	4
F_05633	PSin3	5
F_05634	PSin3	0
F_05635	PSin3	2
F_05636	PSin3	2
F_05637	PSin3	4
F_05638	PSin3	0
F_05639	PSin3	2
F_05640	PSin3	3
F_05641	PSin3	5
F_05642	PSin3	4
F_05643	PSin3	1
F_05644	PSin3	0
F_05645	PSin3	0
F_05646	PSin3	5
F_05647	PSin3	1
F_05648	PSin3	4
F_05649	PSin3	1
F_05650	PSin3	1
F_05651	PSin3	1
F_05652	PSin3	2
F_05653	PSin3	3
F_05654	PSin3	2
F_05655	PSin3	2
F_05656	PSin3	0
F_05657	PSin3	1
F_05658	PSin3	4
F_05659	PSin3	1
F_05660	PSin3	0
F_05661	PSin3	2
F_05662	PSin3	5
F_05663	PSin3	5
F_05664	PSin3	3
F_05665	PSin3	5
F_05666	PSin3	3
F_05667	PSin3	4
F_05668	PSin3	3
F_05669	PSin3	0
F_05670	PSin3	0
F_05671	PSin3	5
F_05672	PSin3	0
F_05673	PSin3	1
F_05674	PSin3	1
F_05675	PSin3	4
F_05676	PSin3	1
F_05677	PSin3	1
F_05678	PSin3	2
F_05679	PSin3	3
F_05680	PSin3	3
F_05681	PSin3	5
F_05682	PSin3	4
F_05683	PSin3	0
F_05684	PSin3	4
F_05685	PSin3	1
F_05686	PSin3	1
F_05687	PSin3	5
F_05688	PSin3	3
F_05689	PSin3	3
F_05690	PSin3	0
F_05691	PSin3	3
F_05692	PSin3	2
F_05693	PSin3	2
F_05694	PSin3	2
F_05695	PSin3	2
F_05696	PSin3	0
F_05697	PSin3	0
F_05698	PSin3	3
F_05699	PSin3	1
F_05700	PSin3	1
F_05701	PSin3	3
F_05702	PSin3	0
F_05703	PSin3	3
F_05704	PSin3	1
F_05705	PSin3	1
F_05706	PSin3	4
F_05707	PSin3	4
F_05708	PSin3	0
F_05709	PSin3	1
F_05710	PSin3	4
F_05711	PSin3	5
F_05712	PSin3	3
F_05713	PSin3	4
F_05714	PSin3	3
F_05715	PSin3	3
F_05716	PSin3	2
F_05717	PSin3	1
F_05718	PSin3	2
F_05719	PSin3	5
F_05720	PSin3	1
F_05721	PSin3	4
F_05722	PSin3	2
F_05723	PSin3	1
F_05724	PSin3	3
F_05725	PSin3	2
F_05726	PSin3	2
F_05727	PSin3	0
F_05728	PSin3	5
F_05729	PSin3	0
F_05730	PSin3	0
F_05731	PSin3	0
F_05732	PSin3	3
F_05733	PSin3	1
F_05734	PSin3	0
F_05735	PSin3	2
F_05736	PSin3	5
F_05737	PSin3	1
F_05738	PSin3	4
F_05739	PSin3	1
F_05740	PSin3	5
F_05741	PSin3	0
F_05742	PSin3	5
F_05743	PSin3	1
F_05744	PSin3	0
F_05745	PSin3	1
F_05746	PSin3	1
F_05747	PSin3	3
F_05748	PSin3	4
F_05749	PSin3	1
F_05750	PSin3	0
F_05751	PSin3	0
F_05752	PSin3	0
F_05753	PSin3	0
F_05754	PSin3	2
F_05755	PSin3	0
F_05756	PSin3	3
F_05757	PSin3	0
F_05758	PSin3	3
F_05759	PSin3	2
F_05760	PSin3	4
F_05761	PSin3	5
F_05762	PSin3	0
F_05763	PSin3	2
F_05764	PSin3	1
F_05765	PSin3	1
F_05766	PSin3	2
F_05767	PSin3	5
F_05768	PSin3	5
F_05769	PSin3	4
F_05770	PSin3	3
F_05771	PSin3	5
F_05772	PSin3	4
F_05773	PSin3	4
F_05774	PSin3	2
F_05775	PSin3	1
F_05776	PSin3	3
F_05777	PSin3	1
F_05778	PSin3	3
F_05779	PSin3	4
F_05780	PSin3	1
F_05781	PSin3	3
F_05782	PSin3	5
F_05783	PSin3	1
F_05784	PSin3	5
F_05785	PSin3	0
F_05786	PSin3	3
F_05787	PSin3	1
F_05788	PSin3	5
F_05789	PSin3	2
F_05790	PSin3	3
F_05791	PSin3	4
F_05792	PSin3	2
F_05793	PSin3	2
F_05794	PSin3	4
F_05795	PSin3	2
F_05796	PSin3	2
F_05797	PSin3	3
F_05798	PSin3	0
F_05799	PSin3	4
F_05800	PSin3	1
F_05801	PSin3	2
F_05802	PSin3	1
F_05803	PSin3	4
F_05804	PSin3	3
F_05805	PSin3	1
F_05806	PSin3	0
F_05807	PSin3	0
F_05808	PSin3	4
F_05809	PSin3	0
F_05810	PSin3	0
F_05811	PSin3	4
F_05812	PSin3	5
F_05813	PSin3	5
F_05814	PSin3	5
F_05815	PSin3	0
F_05816	PSin3	3
F_05817	PSin3	3
F_05818	PSin3	4
F_05819	PSin3	1
F_05820	PSin3	4
F_05821	PSin3	5
F_05822	PSin3	4
F_05823	PSin3	0
F_05824	PSin3	5
F_05825	PSin3	5
F_05826	PSin3	3
F_05827	PSin3	5
F_05828	PSin3	0
F_05829	PSin3	0
F_05830	PSin3	3
F_05831	PSin3	1
F_05832	PSin3	1
F_05833	PSin3	5
F_05834	PSin3	1
F_05835	PSin3	1
F_05836	PSin3	5
F_05837	PSin3	5
F_05838	PSin3	5
F_05839	PSin3	3
F_05840	PSin3	2
F_05841	PSin3	4
F_05842	PSin3	2
F_05843	PSin3	1
F_05844	PSin3	1
F_05845	PSin3	0
F_05846	PSin3	4
F_05847	PSin3	0
F_05848	PSin3	5
F_05849	PSin3	4
F_05850	PSin3	4
F_05851	PSin3	1
F_05852	PSin3	2
F_05853	PSin3	4
F_05854	PSin3	3
F_05855	PSin3	1
F_05856	PSin3	4
F_05857	PSin3	3
F_05858	PSin3	5
F_05859	PSin3	1
F_05860	PSin3	4
F_05861	PSin3	4
F_05862	PSin3	0
F_05863	PSin3	2
F_05864	PSin3	2
F_05865	PSin3	2
F_05866	PSin3	4
F_05867	PSin3	1
F_05868	PSin3	3
F_05869	PSin3	1
F_05870	PSin3	3
F_05871	PSin3	3
F_05872	PSin3	0
F_05873	PSin3	5
F_05874	PSin3	3
F_05875	PSin3	3
F_05876	PSin3	3
F_05877	PSin3	5
F_05878	PSin3	4
F_05879	PSin3	0
F_05880	PSin3	1
F_05881	PSin3	2
F_05882	PSin3	2
F_05883	PSin3	5
F_05884	PSin3	0
F_05885	PSin3	5
F_05886	PSin3	0
F_05887	PSin3	1
F_05888	PSin3	3
F_05889	PSin3	0
F_05890	PSin3	2
F_05891	PSin3	5
F_05892	PSin3	1
F_05893	PSin3	1
F_05894	PSin3	5
F_05895	PSin3	2
F_05896	PSin3	2
F_05897	PSin3	4
F_05898	PSin3	0
F_05899	PSin3	3
F_05900	PSin3	5
F_05901	PSin3	5
F_05902	PSin3	2
F_05903	PSin3	0
F_05904	PSin3	4
F_05905	PSin3	2
F_05906	PSin3	0
F_05907	PSin3	2
F_05908	PSin3	2
F_05909	PSin3	3
F_05910	PSin3	3
F_05911	PSin3	5
F_05912	PSin3	3
F_05913	PSin3	1
F_05914	PSin3	2
F_05915	PSin3	4
F_05916	PSin3	1
F_05917	PSin3	3
F_05918	PSin3	4
F_05919	PSin3	0
F_05920	PSin3	1
F_05921	PSin3	3
F_05922	PSin3	2
F_05923	PSin3	1
F_05924	PSin3	4
F_05925	PSin3	4
F_05926	PSin3	3
F_05927	PSin3	1
F_05928	PSin3	5
F_05929	PSin3	5
F_05930	PSin3	4
F_05931	PSin3	3
F_05932	PSin3	1
F_05933	PSin3	5
F_05934	PSin3	0
F_05935	PSin3	3
F_05936	PSin3	0
F_05937	PSin3	3
F_05938	PSin3	1
F_05939	PSin3	2
F_05940	PSin3	4
F_05941	PSin3	0
F_05942	PSin3	2
F_05943	PSin3	4
F_05944	PSin3	0
F_05945	PSin3	4
F_05946	PSin3	0
F_05947	PSin3	0
F_05948	PSin3	1
F_05949	PSin3	1
F_05950	PSin3	2
F_05951	PSin3	0
F_05952	PSin3	0
F_05953	PSin3	4
F_05954	PSin3	0
F_05955	PSin3	0
F_05956	PSin3	5
F_05957	PSin3	5
F_05958	PSin3	2
F_05959	PSin3	4
F_05960	PSin3	3
F_05961	PSin3	4
F_05962	PSin3	5
F_05963	PSin3	0
F_05964	PSin3	2
F_05965	PSin3	0
F_05966	PSin3	4
F_05967	PSin3	2
F_05968	PSin3	0
F_05969	PSin3	1
F_05970	PSin3	0
F_05971	PSin3	1
F_05972	PSin3	1
F_05973	PSin3	3
F_05974	PSin3	4
F_05975	PSin3	3
F_05976	PSin3	1
F_05977	PSin3	5
F_05978	PSin3	3
F_05979	PSin3	2
F_05980	PSin3	4
F_05981	PSin3	2
F_05982	PSin3	5
F_05983	PSin3	4
F_05984	PSin3	4
F_05985	PSin3	3
F_05986	PSin3	2
F_05987	PSin3	0
F_05988	PSin3	3
F_05989	PSin3	5
F_05990	PSin3	2
F_05991	PSin3	3
F_05992	PSin3	2
F_05993	PSin3	4
F_05994	PSin3	1
F_05995	PSin3	3
F_05996	PSin3	0
F_05997	PSin3	0
F_05998	PSin3	0
F_05999	PSin3	0
F_06000	PGau	5
F_06001	PGau	2
F_06002	PGau	3
F_06003	PGau	5
F_06004	PGau	2
F_06005	PGau	0
F_06006	PGau	5
F_06007	PGau	1
F_06008	PGau	0
F_06009	PGau	3
F_06010	PGau	4
F_06011	PGau	4
F_06012	PGau	4
F_06013	PGau	3
F_06014	PGau	5
F_06015	PGau	3
F_06016	PGau	0
F_06017	PGau	0
F_06018	PGau	1
F_06019	PGau	4
F_06020	PGau	3
F_06021	PGau	2
F_06022	PGau	1
F_06023	PGau	5
F_06024	PGau	5
F_06025	PGau	2
F_06026	PGau	1
F_06027	PGau	0
F_06028	PGau	2
F_06029	PGau	3
F_06030	PGau	2
F_06031	PGau	3
F_06032	PGau	1
F_06033	PGau	2
F_06034	PGau	4
F_06035	PGau	1
F_06036	PGau	2
F_06037	PGau	5
F_06038	PGau	2
F_06039	PGau	4
F_06040	PGau	1
F_06041	PGau	4
F_06042	PGau	4
F_06043	PGau	5
F_06044	PGau	3
F_06045	PGau	3
F_06046	PGau	1
F_06047	PGau	2
F_06048	PGau	0
F_06049	PGau	3
F_06050	PGau	3
F_06051	PGau	1
F_06052	PGau	3
F_06053	PGau	2
F_06054	PGau	2
F_06055	PGau	2
F_06056	PGau	3
F_06057	PGau	0
F_06058	PGau	0
F_06059	PGau	5
F_06060	PGau	3
F_06061	PGau	2
F_06062	PGau	5
F_06063	PGau	5
F_06064	PGau	2
F_06065	PGau	3
F_06066	PGau	0
F_06067	PGau	2
F_06068	PGau	3
F_06069	PGau	1
F_06070	PGau	4
F_06071	PGau	5
F_06072	PGau	1
F_06073	PGau	5
F_06074	PGau	1
F_06075	PGau	3
F_06076	PGau	0
F_06077	PGau	0
F_06078	PGau	2
F_06079	PGau	2
F_06080	PGau	5
F_06081	PGau	4
F_06082	PGau	4
F_06083	PGau	3
F_06084	PGau	1
F_06085	PGau	2
F_06086	PGau	2
F_06087	PGau	5
F_06088	PGau	1
F_06089	PGau	2
F_06090	PGau	5
F_06091	PGau	1
F_06092	PGau	1
F_06093	PGau	4
F_06094	PGau	0
F_06095	PGau	3
F_06096	PGau	3
F_06097	PGau	1
F_06098	PGau	5
F_06099	PGau	3
F_06100	PGau	2
F_06101	PGau	0
F_06102	PGau	3
F_06103	PGau	3
F_06104	PGau	2
F_06105	PGau	0
F_06106	PGau	5
F_06107	PGau	1
F_06108	PGau	1
F_06109	PGau	2
F_06110	PGau	5
F_06111	PGau	5
F_06112	PGau	1
F_06113	PGau	4
F_06114	PGau	3
F_06115	PGau	5
F_06116	PGau	1
F_06117	PGau	3
F_06118	PGau	0
F_06119	PGau	0
F_06120	PGau	1
F_06121	PGau	4
F_06122	PGau	2
F_06123	PGau	3
F_06124	PGau	2
F_06125	PGau	3
F_06126	PGau	1
F_06127	PGau	0
F_06128	PGau	4
F_06129	PGau	5
F_06130	PGau	3
F_06131	PGau	0
F_06132	PGau	0
F_06133	PGau	2
F_06134	PGau	5
F_06135	PGau	1
F_06136	PGau	3
F_06137	PGau	5
F_06138	PGau	1
F_06139	PGau	1
F_06140	PGau	3
F_06141	PGau	5
F_06142	PGau	5
F_06143	PGau	5
F_06144	PGau	2
F_06145	PGau	0
F_06146	PGau	3
F_06147	PGau	5
F_06148	PGau	1
F_06149	PGau	5
F_06150	PGau	0
F_06151	PGau	3
F_06152	PGau	1
F_06153	PGau	3
F_06154	PGau	1
F_06155	PGau	4
F_06156	PGau	4
F_06157	PGau	4
F_06158	PGau	1
F_06159	PGau	4
F_06160	PGau	4
F_06161	PGau	1
F_06162	PGau	2
F_06163	PGau	2
F_06164	PGau	2
F_06165	PGau	3
F_06166	PGau	5
F_06167	PGau	2
F_06168	PGau	2
F_06169	PGau	3
F_06170	PGau	1
F_06171	PGau	2
F_06172	PGau	0
F_06173	PGau	5
F_06174	PGau	4
F_06175	PGau	0
F_06176	PGau	4
F_06177	PGau	3
F_06178	PGau	4
F_06179	PGau	2
F_06180	PGau	2
F_06181	PGau	1
F_06182	PGau	4
F_06183	PGau	2
F_06184	PGau	0
F_06185	PGau	4
F_06186	PGau	2
F_06187	PGau	0
F_06188	PGau	5
F_06189	PGau	3
F_06190	PGau	0
F_06191	PGau	3
F_06192	PGau	4
F_06193	PGau	1
F_06194	PGau	5
F_06195	PGau	5
F_06196	PGau	3
F_06197	PGau	3
F_06198	PGau	5
F_06199	PGau	5
F_06200	PGau	2
F_06201	PGau	4
F_06202	PGau	4
F_06203	PGau	0
F_06204	PGau	4
F_06205	PGau	3
F_06206	PGau	3
F_06207	PGau	3
F_06208	PGau	1
F_06209	PGau	3
F_06210	PGau	2
F_06211	PGau	0
F_06212	PGau	3
F_06213	PGau	1
F_06214	PGau	2
F_06215	PGau	4
F_06216	PGau	1
F_06217	PGau	3
F_06218	PGau	5
F_06219	PGau	0
F_06220	PGau	0
F_06221	PGau	2
F_06222	PGau	1
F_06223	PGau	0
F_06224	PGau	2
F_06225	PGau	1
F_06226	PGau	2
F_06227	PGau	1
F_06228	PGau	0
F_06229	PGau	0
F_06230	PGau	5
F_06231	PGau	0
F_06232	PGau	1
F_06233	PGau	4
F_06234	PGau	3
F_06235	PGau	0
F_06236	PGau	5
F_06237	PGau	3
F_06238	PGau	1
F_06239	PGau	1
F_06240	PGau	5
F_06241	PGau	2
F_06242	PGau	3
F_06243	PGau	1
F_06244	PGau	2
F_06245	PGau	0
F_06246	PGau	2
F_06247	PGau	4
F_06248	PGau	4
F_06249	PGau	5
F_06250	PGau	5
F_06251	PGau	1
F_06252	PGau	4
F_06253	PGau	3
F_06254	PGau	4
F_06255	PGau	0
F_06256	PGau	2
F_06257	PGau	2
F_06258	PGau	2
F_06259	PGau	5
F_06260	PGau	0
F_06261	PGau	3
F_06262	PGau	2
F_06263	PGau	5
F_06264	PGau	5
F_06265	PGau	3
F_06266	PGau	0
F_06267	PGau	2
F_06268	PGau	1
F_06269	PGau	4
F_06270	PGau	1
F_06271	PGau	5
F_06272	PGau	4
F_06273	PGau	4
F_06274	PGau	3
F_06275	PGau	4
F_06276	PGau	3
F_06277	PGau	3
F_06278	PGau	5
F_06279	PGau	4
F_06280	PGau	3
F_06281	PGau	2
F_06282	PGau	2
F_06283	PGau	0
F_06284	PGau	1
F_06285	PGau	3
F_06286	PGau	2
F_06287	PGau	0
F_06288	PGau	5
F_06289	PGau	1
F_06290	PGau	3
F_06291	PGau	5
F_06292	PGau	4
F_06293	PGau	2
F_06294	PGau	5
F_06295	PGau	5
F_06296	PGau	5
F_06297	PGau	3
F_06298	PGau	3
F_06299	PGau	2
F_06300	PGau	3
F_06301	PGau	2
F_06302	PGau	2
F_06303	PGau	3
F_06304	PGau	4
F_06305	PGau	4
F_06306	PGau	2
F_06307	PGau	5
F_06308	PGau	3
F_06309	PGau	3
F_06310	PGau	2
F_06311	PGau	4
F_06312	PGau	1
F_06313	PGau	4
F_06314	PGau	5
F_06315	PGau	0
F_06316	PGau	1
F_06317	PGau	4
F_06318	PGau	1
F_06319	PGau	2
F_06320	PGau	3
F_06321	PGau	0
F_06322	PGau	3
F_06323	PGau	5
F_06324	PGau	5
F_06325	PGau	0
F_06326	PGau	0
F_06327	PGau	1
F_06328	PGau	1
F_06329	PGau	0
F_06330	PGau	3
F_06331	PGau	5
F_06332	PGau	2
F_06333	PGau	5
F_06334	PGau	4
F_06335	PGau	0
F_06336	PGau	5
F_06337	PGau	0
F_06338	PGau	0
F_06339	PGau	4
F_06340	PGau	0
F_06341	PGau	4
F_06342	PGau	2
F_06343	PGau	5
F_06344	PGau	0
F_06345	PGau	1
F_06346	PGau	5
F_06347	PGau	5
F_06348	PGau	3
F_06349	PGau	4
F_06350	PGau	4
F_06351	PGau	5
F_06352	PGau	4
F_06353	PGau	2
F_06354	PGau	0
F_06355	PGau	5
F_06356	PGau	1
F_06357	PGau	4
F_06358	PGau	0
F_06359	PGau	3
F_06360	PGau	5
F_06361	PGau	3
F_06362	PGau	2
F_06363	PGau	1
F_06364	PGau	2
F_06365	PGau	5
F_06366	PGau	2
F_06367	PGau	1
F_06368	PGau	2
F_06369	PGau	3
F_06370	PGau	0
F_06371	PGau	1
F_06372	PGau	3
F_06373	PGau	4
F_06374	PGau	2
F_06375	PGau	4
F_06376	PGau	4
F_06377	PGau	1
F_06378	PGau	5
F_06379	PGau	3
F_06380	PGau	1
F_06381	PGau	2
F_06382	PGau	0
F_06383	PGau	5
F_06384	PGau	4
F_06385	PGau	1
F_06386	PGau	0
F_06387	PGau	5
F_06388	PGau	0
F_06389	PGau	2
F_06390	PGau	2
F_06391	PGau	5
F_06392	PGau	1
F_06393	PGau	2
F_06394	PGau	0
F_06395	PGau	3
F_06396	PGau	3
F_06397	PGau	4
F_06398	PGau	2
F_06399	PGau	0
F_06400	PGau	4
F_06401	PGau	3
F_06402	PGau	4
F_06403	PGau	4
F_06404	PGau	5
F_06405	PGau	3
F_06406	PGau	5
F_06407	PGau	0
F_06408	PGau	2
F_06409	PGau	4
F_06410	PGau	3
F_06411	PGau	0
F_06412	PGau	4
F_06413	PGau	4
F_06414	PGau	5
F_06415	PGau	5
F_06416	PGau	0
F_06417	PGau	3
F_06418	PGau	3
F_06419	PGau	1
F_06420	PGau	0
F_06421	PGau	1
F_06422	PGau	1
F_06423	PGau	3
F_06424	PGau	4
F_06425	PGau	1
F_06426	PGau	5
F_06427	PGau	2
F_06428	PGau	5
F_06429	PGau	1
F_06430	PGau	4
F_06431	PGau	1
F_06432	PGau	0
F_06433	PGau	3
F_06434	PGau	4
F_06435	PGau	1
F_06436	PGau	3
F_06437	PGau	1
F_06438	PGau	2
F_06439	PGau	2
F_06440	PGau	2
F_06441	PGau	1
F_06442	PGau	0
F_06443	PGau	3
F_06444	PGau	2
F_06445	PGau	5
F_06446	PGau	4
F_06447	PGau	1
F_06448	PGau	3
F_06449	PGau	4
F_06450	PGau	1
F_06451	PGau	0
F_06452	PGau	1
F_06453	PGau	3
F_06454	PGau	1
F_06455	PGau	4
F_06456	PGau	1
F_06457	PGau	0
F_06458	PGau	0
F_06459	PGau	0
F_06460	PGau	1
F_06461	PGau	2
F_06462	PGau	0
F_06463	PGau	0
F_06464	PGau	0
F_06465	PGau	4
F_06466	PGau	5
F_06467	PGau	4
F_06468	PGau	4
F_06469	PGau	5
F_06470	PGau	0
F_06471	PGau	3
F_06472	PGau	0
F_06473	PGau	1
F_06474	PGau	5
F_06475	PGau	3
F_06476	PGau	2
F_06477	PGau	2
F_06478	PGau	4
F_06479	PGau	2
F_06480	PGau	2
F_06481	PGau	2
F_06482	PGau	1
F_06483	PGau	5
F_06484	PGau	1
F_06485	PGau	1
F_06486	PGau	3
F_06487	PGau	4
F_06488	PGau	3
F_06489	PGau	2
F_06490	PGau	1
F_06491	PGau	4
F_06492	PGau	3
F_06493	PGau	2
F_06494	PGau	2
F_06495	PGau	3
F_06496	PGau	5
F_06497	PGau	4
F_06498	PGau	3
F_06499	PGau	4
F_06500	PGau	3
F_06501	PGau	1
F_06502	PGau	4
F_06503	PGau	2
F_06504	PGau	5
F_06505	PGau	2
F_06506	PGau	2
F_06507	PGau	2
F_06508	PGau	0
F_06509	PGau	2
F_06510	PGau	3
F_06511	PGau	2
F_06512	PGau	0
F_06513	PGau	2
F_06514	PGau	2
F_06515	PGau	0
F_06516	PGau	1
F_06517	PGau	4
F_06518	PGau	5
F_06519	PGau	0
F_06520	PGau	3
F_06521	PGau	4
F_06522	PGau	3
F_06523	PGau	2
F_06524	PGau	1
F_06525	PGau	1
F_06526	PGau	5
F_06527	PGau	2
F_06528	PGau	0
F_06529	PGau	3
F_06530	PGau	0
F_06531	PGau	0
F_06532	PGau	5
F_06533	PGau	3
F_06534	PGau	0
F_06535	PGau	5
F_06536	PGau	0
F_06537	PGau	1
F_06538	PGau	1
F_06539	PGau	5
F_06540	PGau	4
